event_id,time,cluster_id
123,4771.498,7
124,4785.588,4
125,4802.995,4
126,4839.378,11
127,4843.634,11
128,4912.032,5
129,4914.272,8
130,4945.814,15
131,5009.621,1
132,5023.893,9
133,5035.809,2
134,5041.552,3
135,5046.869,4
136,5053.65,4
137,5055.502,10
138,5098.241,15
139,5143.598,11
140,5160.67,4
141,5175.729,5
142,5186.629,13
143,5205.136,12
144,5246.368,7
145,5345.117,6
146,5376.231,14
147,5403.857,1
148,5421.57,15
149,5434.346,7
150,5459.24,3
151,5481.351,10
152,5495.924,4
153,5583.797,11
154,5585.001,9
155,5741.957,5
156,5765.335,13
157,5859.927,7
158,5939.398,1
159,6029.253,15
160,6047.882,3
161,6054.51,10
162,6130.393,11
163,6211.862,0
164,6211.862,9
165,6211.862,4
166,6215.628,2
167,6222.934,4
168,6237.101,8
169,6239.405,1
170,6259.536,7
171,6259.536,15
173,6344.465,3
172,6344.465,0
174,6344.679,1
175,6348.071,15
176,6355.468,10
177,6363.777,8
178,6367.314,3
179,6379.548,15
180,6439.114,6
181,6439.114,5
182,6439.114,3
183,6439.114,4
184,6463.421,10
185,6470.212,14
189,6520.883,9
188,6520.883,4
187,6520.883,1
186,6520.883,3
190,6534.531,9
191,6549.508,7
192,6552.194,3
193,6554.149,15
194,6588.364,0
195,6588.364,2
196,6588.364,4
197,6590.722,3
198,6607.019,1
199,6613.472,11
200,6618.867,9
201,6642.414,4
202,6647.066,11
203,6650.77,4
204,6651.215,5
205,6657.973,5
206,6673.84,13
207,6696.877,13
208,6701.508,15
209,6722.122,7
210,6759.587,2
211,6771.115,3
212,6781.58,4
213,6844.924,10
214,6852.958,7
215,6866.742,11
216,6884.207,4
217,6905.955,12
218,7114.206,1
223,7247.736,9
222,7247.736,15
219,7247.736,0
220,7247.736,5
221,7247.736,6
224,7249.284,1
225,7249.474,13
226,7252.892,15
227,7261.391,3
228,7263.649,8
229,7270.688,0
230,7270.98,1
231,7271.275,1
232,7288.644,14
233,7290.706,9
234,7291.271,15
235,7293.023,15
236,7295.143,3
237,7298.928,15
238,7301.143,9
239,7301.967,3
240,7302.302,7
241,7306.645,3
242,7311.966,4
243,7317.375,2
244,7318.482,4
245,7330.482,10
246,7337.165,11
247,7341.908,8
248,7342.312,12
249,7344.648,15
250,7348.808,10
251,7351.797,3
252,7368.007,4
253,7369.228,11
254,7386.633,2
255,7432.729,4
256,7523.65,3
257,7523.65,5
258,7523.65,11
259,7523.65,11
260,7523.65,4
267,7556.26,6
266,7556.26,13
264,7556.26,10
265,7556.26,5
262,7556.26,12
261,7556.26,2
263,7556.26,7
268,7587.947,2
269,7587.947,11
270,7587.947,4
271,7587.947,4
272,7587.947,13
273,7587.947,12
274,7587.947,10
275,7587.956,7
276,7601.217,11
277,7602.888,5
278,7605.027,4
279,7607.728,11
280,7613.571,11
281,7624.324,5
282,7631.864,6
283,7634.915,13
284,7635.197,14
285,7639.984,5
286,7642.354,13
287,7649.879,4
288,7652.935,5
289,7654.927,5
290,7657.055,13
291,7657.561,14
292,7663.945,7
302,8018.107,7
301,8018.107,11
300,8018.107,7
299,8018.107,11
298,8018.107,5
297,8018.107,7
296,8018.107,13
295,8018.107,6
294,8018.107,7
293,8018.107,7
303,8042.185,13
304,8092.854,5
305,8097.615,4
306,8101.139,7
307,8120.073,14
308,8160.231,13
309,8179.009,5
310,8182.957,7
311,8183.72,7
313,8280.678,13
312,8280.678,3
314,8356.006,7
315,8368.135,4
316,8446.908,10
317,8507.186,11
318,8520.02,5
319,8570.233,4
320,8612.131,11
321,8644.937,5
322,8693.415,13
323,8711.651,7
324,8811.031,5
325,8814.322,13
326,8889.954,7
327,9093.411,1
328,9135.197,9
329,9186.993,0
330,9201.039,12
331,9388.316,2
332,9396.947,4
333,9481.71,12
334,9820.846,7
335,9858.761,2
336,9917.325,13
337,9917.325,4
338,9942.91,7
339,10027.392,5
340,10032.104,13
341,10126.845,7
342,10331.57,0
343,10355.76,8
344,10428.944,15
345,10492.882,3
346,10698.678,10
347,10705.008,11
348,10724.843,4
349,10743.099,5
350,10749.609,13
351,10783.818,7
352,10894.498,0
353,10894.498,11
354,10896.857,5
355,10920.398,13
356,10925.103,7
357,10941.134,1
358,10959.723,15
359,10968.307,9
360,10975.365,2
361,11020.901,3
362,11021.554,10
363,11024.22,4
364,11034.854,4
365,11079.048,4
366,11106.41,11
367,11108.956,11
368,11118.315,5
369,11126.71,12
370,11281.786,7
371,11281.786,6
372,11281.786,5
373,11322.24,13
374,11328.995,7
375,11477.228,14
376,11499.45,11
377,11539.827,7
378,11548.136,5
379,11559.654,13
380,11737.598,7
381,11905.697,9
382,11913.924,2
383,11990.524,12
384,12011.703,6
385,12140.61,14
386,12155.699,15
387,12169.066,3
388,12175.968,10
389,12187.351,11
390,12284.077,4
391,12664.137,5
392,12691.837,0
393,12691.837,13
394,12710.986,1
395,12767.512,15
396,12792.235,3
397,12829.096,9
398,13093.333,4
399,13107.079,11
400,13468.165,5
401,13478.094,13
402,13748.959,7
403,13773.157,5
404,13778.905,3
405,13801.336,13
406,13806.071,0
407,13806.837,1
408,13985.458,2
409,13985.458,10
410,13985.458,7
411,13985.458,8
412,13985.458,9
413,13985.458,15
414,13988.373,15
415,13990.534,3
416,13992.749,3
417,13994.246,2
418,13997.082,10
419,14003.803,7
420,14006.743,11
421,14014.553,4
422,14023.94,12
423,14023.947,10
424,14041.747,5
425,14057.254,11
426,14061.288,4
427,14068.826,11
428,14069.235,6
429,14089.861,5
430,14098.009,13
431,14098.768,12
432,14100.426,13
433,14116.9,11
434,14117.7,4
435,14123.686,4
436,14154.957,7
438,14170.279,14
437,14170.279,0
439,14173.002,11
440,14177.282,5
441,14206.409,1
442,14206.409,7
443,14206.409,5
444,14206.409,13
445,14207.178,15
446,14208.527,11
447,14211.223,1
448,14226.431,3
449,14228.286,15
450,14254.616,5
451,14259.535,9
454,14348.712,13
453,14348.712,13
452,14348.712,2
455,14366.305,0
456,14366.305,3
457,14366.305,10
458,14366.305,2
459,14366.305,12
460,14387.447,6
461,14387.447,4
462,14387.447,1
463,14387.447,7
464,14387.447,4
465,14395.821,4
466,14397.956,11
467,14399.493,11
468,14404.016,9
469,14406.947,9
470,14413.013,4
471,14414.261,6
472,14419.017,15
473,14430.607,7
474,14463.127,5
475,14470.444,13
476,14489.546,14
477,14493.135,11
478,14496.81,14
479,14507.444,11
480,14514.308,5
481,14529.535,7
482,14533.924,13
483,14542.143,7
487,14735.104,7
486,14735.104,7
484,14735.104,6
485,14735.104,7
488,14743.532,14
489,14762.377,7
490,14881.566,5
491,14897.874,13
492,14944.623,7
493,15007.897,2
494,15048.462,4
495,15081.981,12
496,15268.806,11
497,15348.355,6
498,15414.428,5
499,15427.093,13
501,15492.743,7
500,15492.743,11
502,15510.598,5
503,15517.388,14
504,15521.368,13
505,15600.889,7
506,15645.685,0
507,15679.946,8
508,15691.045,1
509,15693.546,9
510,15706.97,15
514,15822.796,2
513,15822.796,3
515,15822.796,1
511,15822.796,4
512,15822.796,15
516,15839.92,15
517,15842.68,3
518,15847.375,4
519,15897.481,10
520,15909.043,10
521,15935.021,11
522,15936.813,3
523,15956.376,12
524,16025.751,2
531,16332.207,4
535,16332.207,9
534,16332.207,4
532,16332.207,6
530,16332.207,12
533,16332.207,11
528,16332.207,5
527,16332.207,4
529,16332.207,10
526,16332.207,11
525,16332.207,3
536,16339.885,11
537,16528.886,0
538,16534.847,5
539,16534.847,13
540,16534.847,4
541,16534.847,11
542,16534.847,5
543,16534.847,10
544,16535.092,4
545,16535.322,8
546,16535.796,1
547,16538.025,14
548,16538.893,15
549,16543.864,11
550,16549.811,13
551,16555.576,11
552,16557.558,13
553,16574.122,5
554,16575.215,1
555,16579.719,3
556,16584.455,13
557,16592.219,15
558,16596.238,5
559,16596.362,15
560,16610.314,3
569,16658.079,10
568,16658.079,13
567,16658.079,3
566,16658.079,11
563,16658.079,4
564,16658.079,10
565,16658.079,9
562,16658.079,7
561,16658.079,7
570,16673.886,0
571,16673.886,7
572,16673.886,7
573,16673.886,4
574,16682.739,1
575,16685.328,4
576,16685.748,7
577,16690.141,11
578,16691.402,4
579,16701.124,10
580,16703.876,5
581,16712.201,11
582,16730.025,11
583,16733.497,5
584,16735.535,7
585,16739.066,13
586,16742.445,13
596,16848.378,9
597,16848.378,5
594,16848.378,5
593,16848.378,7
592,16848.378,11
595,16848.378,4
590,16848.378,5
589,16848.378,2
588,16848.378,11
587,16848.378,6
591,16848.378,11
598,16851.41,2
599,16852.794,13
611,16913.153,14
610,16913.153,5
608,16913.153,4
607,16913.153,5
606,16913.153,9
609,16913.153,13
604,16913.153,12
603,16913.153,5
602,16913.153,11
601,16913.153,13
600,16913.153,11
605,16913.153,4
612,16914.741,7
613,16916.097,13
614,16929.344,13
623,17047.271,7
622,17047.271,6
621,17047.271,5
620,17047.271,5
615,17047.271,0
618,17047.271,7
617,17047.271,7
616,17047.271,7
619,17047.271,7
624,17048.908,13
625,17056.292,1
626,17064.954,8
627,17066.606,9
628,17074.253,2
629,17074.253,7
630,17074.253,13
631,17074.341,7
632,17086.306,14
633,17087.865,12
634,17088.0,3
635,17091.072,15
636,17094.666,7
637,17157.445,7
638,17157.445,3
639,17157.445,15
640,17157.445,10
641,17169.324,4
642,17173.962,3
643,17175.928,6
644,17183.668,4
645,17184.804,11
646,17214.092,11
647,17226.554,14
648,17256.912,7
649,17266.145,5
650,17271.124,4
651,17294.062,5
652,17504.635,7
653,17535.047,5
654,17536.156,13
655,17703.535,7
656,17757.443,0
657,17759.746,1
658,17760.734,15
659,17786.891,8
660,17790.845,15
661,17799.553,0
662,17802.044,8
663,17825.739,1
664,17826.051,15
665,17832.138,3
666,17837.245,10
667,17862.899,4
668,17874.538,1
669,17893.004,9
670,17915.568,11
671,17917.7,2
672,17930.742,4
673,17938.782,15
674,17940.485,15
675,17968.917,3
676,17976.846,11
677,18008.605,3
678,18018.921,10
679,18019.875,11
680,18032.637,5
681,18033.62,10
682,18035.053,4
683,18036.198,4
684,18044.163,9
685,18054.528,5
686,18056.066,11
687,18057.137,12
688,18100.74,5
689,18104.244,0
690,18113.633,13
691,18128.994,13
692,18132.629,1
693,18138.21,11
694,18138.876,5
695,18139.743,13
696,18142.698,9
697,18143.112,7
698,18154.132,2
699,18159.549,4
700,18178.157,15
701,18210.472,3
702,18226.722,11
703,18241.722,10
704,18245.946,5
705,18247.802,4
706,18248.528,13
707,18249.956,9
708,18253.037,4
709,18258.278,10
710,18263.539,11
711,18264.726,4
712,18276.97,6
718,18368.607,12
717,18368.607,7
716,18368.607,7
719,18368.607,11
714,18368.607,11
713,18368.607,6
715,18368.607,11
720,18370.347,11
721,18466.691,14
722,18467.807,11
723,18473.968,6
724,18475.67,14
725,18500.629,5
726,18524.67,13
727,18549.316,5
728,18564.997,7
729,18592.715,7
730,18600.009,13
731,18610.052,7
732,18663.671,5
733,18691.283,13
734,18742.287,7
735,18793.43,0
736,18857.05,8
737,18862.975,15
738,18883.997,1
739,18900.284,15
740,18963.39,9
741,18991.994,3
742,19073.081,3
743,19193.636,2
744,19209.431,10
745,19223.632,4
746,19248.714,11
747,19263.224,4
748,19265.417,5
749,19278.837,13
750,19335.83,7
751,19340.449,11
752,19345.446,12
753,19380.657,5
754,19389.253,13
755,19393.769,7
756,19396.442,6
757,19429.954,11
758,19450.843,5
759,19480.827,10
760,19559.031,11
761,19566.69,4
762,19569.589,14
763,19580.467,11
764,19620.343,7
765,19650.706,5
766,19736.586,13
767,19801.438,5
768,19806.861,13
769,19820.183,7
770,19856.305,0
771,19874.104,7
772,19876.924,8
773,19894.337,0
774,20026.367,1
775,20026.367,1
776,20026.367,15
777,20026.367,1
778,20026.564,15
779,20031.935,9
780,20036.035,3
781,20036.095,15
782,20053.735,3
783,20066.094,9
784,20066.92,10
785,20075.565,3
786,20087.142,2
787,20090.962,10
788,20099.672,4
789,20113.359,1
790,20113.359,9
791,20113.359,4
792,20116.041,4
793,20116.258,15
794,20121.797,10
795,20137.857,2
796,20144.589,9
797,20151.852,2
798,20153.055,3
799,20155.737,11
800,20158.473,4
801,20158.85,4
802,20168.32,4
803,20181.446,10
804,20199.798,11
805,20216.053,11
806,20219.352,11
807,20226.812,11
808,20227.372,11
809,20247.133,5
810,20250.808,13
811,20262.39,7
812,20264.481,5
813,20273.793,4
814,20282.907,13
815,20289.336,4
816,20289.714,7
817,20314.234,11
818,20362.779,5
819,20370.238,13
820,20401.378,5
821,20443.204,11
822,20457.997,5
823,20466.396,13
824,20473.458,5
825,20473.9,13
826,20502.667,7
827,20504.642,13
828,20525.713,7
829,20530.532,5
830,20565.213,13
831,20768.342,7
832,20927.545,3
833,20937.748,4
834,20951.495,10
835,21023.912,4
836,21054.334,11
837,21057.891,5
838,21061.642,11
839,21281.399,5
840,21285.477,13
841,21333.098,7
842,21357.603,1
843,21364.465,9
844,21368.205,15
845,21385.202,3
846,21427.873,10
847,21446.402,2
848,21466.976,11
849,21469.166,5
850,21473.9,12
851,21497.35,4
852,21507.67,13
853,21604.197,7
854,21643.775,12
855,21683.423,0
856,21687.53,1
857,21971.05,9
858,22012.521,2
859,22024.447,4
860,22110.993,12
861,22164.416,6
862,22284.774,2
863,22322.396,4
864,22322.844,15
865,22408.798,0
866,22414.627,8
867,22421.897,1
868,22422.842,1
869,22435.916,15
870,22438.324,15
871,22443.177,15
872,22457.193,3
873,22462.878,3
874,22484.665,10
875,22490.876,2
876,22499.137,4
877,22507.482,4
878,22520.516,3
879,22523.965,10
880,22528.542,11
881,22537.429,11
882,22547.663,10
883,22572.335,4
884,22587.654,5
885,22590.968,4
886,22602.908,3
887,22632.953,1
888,22632.953,4
889,22632.953,13
890,22637.022,15
891,22659.885,9
892,22668.207,9
893,22670.343,11
894,22745.877,5
895,22745.877,2
896,22745.877,11
897,22745.877,7
898,22745.877,4
899,22745.877,10
900,22745.877,11
901,22745.877,11
902,22747.556,13
903,22751.242,5
904,22759.469,4
909,22835.118,11
908,22835.118,4
907,22835.118,12
906,22835.118,13
905,22835.118,5
910,22880.247,4
911,22880.247,7
912,22880.247,5
913,22880.247,13
914,22880.247,7
915,22882.053,6
916,22884.48,5
917,22886.472,13
918,22910.869,13
919,22912.257,4
920,22918.507,11
921,22959.477,5
922,22971.777,14
923,22976.382,7
924,22985.893,7
925,22993.488,7
926,23010.989,13
927,23043.886,5
928,23104.875,7
929,23147.982,7
930,23376.843,9
931,23402.264,2
932,23406.937,12
933,23420.766,4
934,23478.178,1
935,23506.197,9
936,23539.098,2
940,23672.136,12
939,23672.136,4
938,23672.136,15
937,23672.136,6
941,23679.857,3
942,23692.171,6
943,23727.839,11
944,23739.988,14
945,23742.11,10
946,23755.511,4
947,23758.897,7
948,23762.442,4
949,23765.039,14
950,23826.276,11
951,23828.125,5
952,23829.424,7
953,23840.332,13
954,23906.503,5
955,23947.608,13
956,23988.286,7
957,24018.679,11
958,24100.98,0
959,24100.98,7
960,24120.217,4
961,24120.217,1
962,24120.217,8
963,24123.919,15
964,24142.942,1
965,24144.386,3
966,24151.308,4
967,24156.758,11
968,24158.418,15
969,24170.145,3
970,24172.09,11
971,24198.59,15
972,24202.276,6
973,24208.726,4
974,24219.029,5
975,24228.651,13
976,24265.796,0
977,24265.796,5
978,24265.796,3
979,24265.796,10
980,24275.894,8
984,24506.625,11
983,24506.625,4
985,24506.625,7
981,24506.625,3
982,24506.625,13
997,24551.074,5
996,24551.074,11
995,24551.074,10
994,24551.074,9
993,24551.074,9
992,24551.074,11
990,24551.074,4
989,24551.074,15
988,24551.074,1
987,24551.074,10
986,24551.074,0
991,24551.074,10
998,24551.077,8
999,24551.398,1
1000,24553.754,13
