event_id,time,cluster_id
238,10766.213,10
239,10841.901,0
240,10912.204,8
241,10918.453,1
242,10929.259,9
243,11177.902,7
244,11177.902,15
245,11177.902,2
246,11183.04,12
247,11212.809,4
248,11219.8,11
249,11221.162,6
250,11273.506,5
251,11329.55,13
252,11357.56,7
253,11370.67,3
254,11420.012,10
255,11490.388,0
256,11501.363,8
257,11511.756,1
258,11516.713,9
259,11536.348,15
260,11581.114,5
261,11605.808,2
262,11610.176,13
263,11616.647,12
264,11637.582,6
269,11861.696,5
268,11861.696,4
265,11861.696,3
266,11861.696,14
267,11861.696,7
270,11871.977,10
271,11903.261,7
272,11983.056,5
273,11983.056,11
274,12069.898,0
275,12069.898,4
276,12069.898,13
277,12069.898,5
278,12076.68,7
279,12090.804,14
280,12134.405,8
281,12142.645,7
282,12163.274,1
283,12275.753,1
284,12275.753,13
285,12275.753,9
286,12275.753,13
287,12275.753,15
288,12280.936,15
289,12298.849,7
290,12376.601,6
291,12376.601,3
292,12376.601,2
293,12396.583,9
294,12406.692,4
295,12418.606,12
296,12419.636,3
297,12422.368,6
298,12445.301,5
299,12454.95,2
300,12462.021,13
301,12464.266,14
302,12472.507,7
303,12495.497,4
304,12515.592,12
305,12549.4,7
306,12551.91,14
307,12598.182,7
308,12604.778,11
309,12631.5,5
310,12680.004,13
311,12695.541,7
313,12709.588,12
312,12709.588,7
314,12896.864,2
315,12907.159,4
316,12932.729,12
317,13003.609,6
318,13041.054,14
319,13089.316,11
320,13100.441,7
321,13148.795,5
322,13207.359,13
323,13232.517,7
324,13316.999,5
325,13331.0,13
326,13424.157,7
327,13628.882,0
328,13643.285,8
329,13748.424,1
330,13987.629,15
331,14024.898,3
332,14030.404,12
333,14051.057,15
334,14056.86,6
335,14133.52,14
336,14172.027,7
337,14282.706,0
338,14421.277,0
339,14446.413,8
340,14447.865,1
341,14475.038,15
342,14520.599,7
343,14537.433,11
344,14655.694,5
345,14661.48,13
346,14662.18,7
347,14675.423,4
348,15156.613,0
349,15193.303,8
350,15195.365,1
351,15350.441,7
352,15526.003,8
353,15526.003,15
354,15535.464,3
355,15599.743,0
356,15612.041,8
357,15666.954,1
358,15849.929,15
359,15941.142,0
360,15970.082,8
361,15977.149,1
362,15993.574,15
363,16042.6,9
364,16145.39,2
365,16152.76,4
366,16158.078,11
367,16160.515,4
368,16188.118,11
369,16207.399,5
370,16221.967,13
371,16390.076,5
372,16443.36,13
373,16552.333,7
374,16690.876,7
375,16955.114,4
376,16969.032,13
377,17234.23,5
378,17234.23,7
379,17272.641,13
380,17362.428,7
381,17368.175,3
382,17399.346,10
383,17409.197,4
384,17413.932,0
385,17416.206,1
386,17432.305,9
387,17502.855,15
388,17631.153,2
389,17660.248,12
391,17703.448,4
390,17703.448,4
392,17736.99,11
393,17757.95,2
394,17757.95,5
395,17760.001,12
396,17774.961,6
397,17779.587,6
398,17898.201,14
399,17907.863,7
400,17914.584,7
401,17939.053,2
402,17958.617,4
403,18057.929,3
404,18216.938,10
405,18224.1,4
406,18267.362,11
407,18290.695,5
408,18342.909,13
409,18667.571,7
410,18709.781,8
411,18725.52,1
412,18734.18,9
413,18735.886,2
414,18751.193,1
415,18751.193,12
416,18767.657,9
417,18769.755,2
418,18771.657,6
419,18785.523,4
420,18803.146,15
421,18814.203,11
422,18828.629,12
423,18846.164,6
424,18849.235,3
425,18921.153,14
426,18937.49,5
427,18968.955,13
428,19084.104,14
429,19106.68,7
430,19119.81,7
431,19186.63,7
432,19266.69,5
433,19267.758,13
434,19297.002,7
435,19314.595,0
436,19325.679,8
437,19332.008,1
438,19358.296,9
439,19361.974,15
440,19407.004,2
441,19415.63,4
442,19432.891,12
443,19434.594,3
444,19526.308,2
445,19533.617,4
446,19552.776,12
447,19597.646,6
448,19601.363,0
449,19626.319,8
450,19633.637,1
451,19714.693,9
452,19731.169,2
453,19743.603,15
454,19854.513,5
455,19854.513,4
456,19854.513,12
457,19854.513,3
458,19900.283,9
459,19900.283,11
460,20018.869,9
461,20018.869,6
462,20018.869,13
463,20120.665,9
464,20120.665,10
465,20120.665,5
466,20126.145,4
467,20165.396,2
468,20170.488,4
469,20177.084,12
470,20182.145,13
471,20209.729,6
472,20213.856,14
473,20227.134,7
474,20234.667,11
475,20267.241,2
476,20276.538,4
477,20276.858,5
478,20280.521,12
479,20297.355,14
480,20299.997,7
481,20586.479,7
482,20649.276,6
483,20712.227,15
484,20787.599,3
485,20888.822,10
486,20915.683,4
487,20958.52,11
488,21062.899,5
489,21383.711,13
490,21425.861,7
491,21694.586,0
492,21765.45,2
493,21792.911,4
494,21870.292,11
495,21897.105,5
496,22203.997,13
497,22266.199,7
498,22380.23,6
499,22437.01,14
500,22488.602,7
