event_id,Alarm Text,Set,time,cluster_id_true,cause_event_id_true
41,ALARM53041-Agitator vibration spike vessel 3.,1/1/26 10:22:33,8553.546,3,-1
42,ALARM54051-Column pressure bump section 1.,1/1/26 10:22:56,8576.534,4,41
43,ALARM52032-Catalyst feeder oscillation unit 2.,1/1/26 10:30:15,9015.605,2,-1
44,ALARM54051-Column pressure bump section 3.,1/1/26 10:30:29,9029.228,4,43
45,ALARM50011-Feed pressure ripple train 1.,1/1/26 10:38:23,9503.938,0,-1
46,ALARM51022-Heat balance mismatch unit 4.,1/1/26 10:38:46,9526.424,1,45
47,ALARM53041-Agitator vibration spike vessel 1.,1/1/26 10:44:41,9881.043,3,-1
48,ALARM56072-Composition jump stream 3.,1/1/26 10:44:54,9894.233,6,47
49,ALARM50011-Feed pressure ripple train 1.,1/1/26 10:52:08,10328.507,0,-1
50,ALARM53041-Agitator vibration spike vessel 1.,1/1/26 10:52:19,10339.022,3,49
51,ALARM51021-Reactor temperature drift unit 4.,1/1/26 10:57:22,10642.997,1,-1
52,ALARM54051-Column pressure bump section 2.,1/1/26 10:57:31,10651.13,4,51
53,ALARM50011-Feed pressure ripple train 4.,1/1/26 11:05:13,11113.6,0,-1
54,ALARM53041-Agitator vibration spike vessel 3.,1/1/26 11:05:33,11133.567,3,53
55,ALARM56072-Composition jump stream 2.,1/1/26 11:12:53,11573.962,6,-1
56,ALARM57081-SIS recovery sequence initiated.,1/1/26 11:13:16,11596.015,7,55
57,ALARM52032-Catalyst feeder oscillation unit 3.,1/1/26 11:19:29,11969.922,2,-1
58,ALARM54052-Column deltaP surge section 4.,1/1/26 11:19:48,11988.159,4,57
59,ALARM51021-Reactor temperature drift unit 2.,1/1/26 11:24:35,12275.904,1,-1
60,ALARM52031-Catalyst dosing deviation unit 1.,1/1/26 11:24:45,12285.966,2,59
61,ALARM50012-Feed suction transient train 1.,1/1/26 11:31:56,12716.435,0,-1
62,ALARM51021-Reactor temperature drift unit 2.,1/1/26 11:32:12,12732.915,1,61
63,ALARM50011-Feed pressure ripple train 1.,1/1/26 11:38:55,13135.528,0,-1
64,ALARM53041-Agitator vibration spike vessel 2.,1/1/26 11:39:17,13157.298,3,63
65,ALARM56071-Analyzer outlier stream 1.,1/1/26 11:46:18,13578.672,6,-1
66,ALARM57082-Interlock recovery latch engaged.,1/1/26 11:46:36,13596.637,7,65
67,ALARM51021-Reactor temperature drift unit 3.,1/1/26 11:53:17,13997.623,1,-1
68,ALARM54052-Column deltaP surge section 2.,1/1/26 11:53:31,14011.094,4,67
69,ALARM52031-Catalyst dosing deviation unit 4.,1/1/26 11:57:49,14269.414,2,-1
70,ALARM54051-Column pressure bump section 4.,1/1/26 11:58:05,14285.275,4,69
71,ALARM52032-Catalyst feeder oscillation unit 2.,1/1/26 12:03:13,14593.213,2,-1
72,ALARM56071-Analyzer outlier stream 1.,1/1/26 12:03:28,14608.567,6,71
73,ALARM50012-Feed suction transient train 3.,1/1/26 12:11:28,15088.986,0,-1
74,ALARM51022-Heat balance mismatch unit 4.,1/1/26 12:11:41,15101.197,1,73
75,ALARM50012-Feed suction transient train 1.,1/1/26 12:16:06,15366.938,0,-1
76,ALARM52031-Catalyst dosing deviation unit 1.,1/1/26 12:16:20,15380.003,2,75
77,ALARM51022-Heat balance mismatch unit 3.,1/1/26 12:21:49,15709.273,1,-1
78,ALARM52031-Catalyst dosing deviation unit 2.,1/1/26 12:22:09,15729.188,2,77
79,ALARM50011-Feed pressure ripple train 2.,1/1/26 12:28:49,16129.587,0,-1
80,ALARM52032-Catalyst feeder oscillation unit 2.,1/1/26 12:29:11,16151.697,2,79
81,ALARM52032-Catalyst feeder oscillation unit 2.,1/1/26 12:36:21,16581.061,2,-1
82,ALARM55062-Reboiler valve oscillation loop 4.,1/1/26 12:36:36,16596.376,5,81
83,ALARM55061-Reboiler duty deviation loop 1.,1/1/26 12:44:26,17066.162,5,-1
84,ALARM57082-Interlock recovery latch engaged.,1/1/26 12:44:37,17077.167,7,83
85,ALARM50011-Feed pressure ripple train 1.,1/1/26 12:49:45,17385.117,0,-1
86,ALARM51021-Reactor temperature drift unit 2.,1/1/26 12:55:16,17716.633,1,-1
87,ALARM52031-Catalyst dosing deviation unit 4.,1/1/26 13:04:29,18269.459,2,-1
88,ALARM53042-Agitator motor oscillation vessel 4.,1/1/26 13:12:11,18731.116,3,-1
89,ALARM54051-Column pressure bump section 4.,1/1/26 13:18:07,19087.561,4,-1
90,ALARM50011-Feed pressure ripple train 2.,1/1/26 13:26:02,19562.927,0,-1
91,ALARM51022-Heat balance mismatch unit 1.,1/1/26 13:31:56,19916.236,1,-1
92,ALARM52032-Catalyst feeder oscillation unit 3.,1/1/26 13:40:59,20459.948,2,-1
93,ALARM53042-Agitator motor oscillation vessel 3.,1/1/26 13:48:36,20916.103,3,-1
94,ALARM54052-Column deltaP surge section 4.,1/1/26 13:55:49,21349.461,4,-1
95,ALARM50011-Feed pressure ripple train 2.,1/1/26 14:02:34,21754.99,0,-1
96,ALARM51022-Heat balance mismatch unit 2.,1/1/26 14:11:15,22275.589,1,-1
97,ALARM52031-Catalyst dosing deviation unit 1.,1/1/26 14:18:22,22702.223,2,-1
98,ALARM53042-Agitator motor oscillation vessel 1.,1/1/26 14:23:52,23032.901,3,-1
99,ALARM54051-Column pressure bump section 4.,1/1/26 14:29:34,23374.203,4,-1
100,ALARM50011-Feed pressure ripple train 1.,1/1/26 14:40:10,24010.867,0,-1
