event_id,Alarm Text,Set,time,cluster_id_true,cause_event_id_true
32,ALARM63040-Column pressure surge section 1.,1/1/26 9:28:44,5324.899,3,31
33,ALARM61020-Reactor thermal drift unit 4.,1/1/26 9:33:03,5583.097,1,-1
34,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 9:33:13,5593.543,2,33
35,ALARM60010-Feed pressure transient train 1.,1/1/26 9:38:06,5886.236,0,-1
36,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 9:38:14,5894.51,1,35
37,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 9:41:45,6105.691,1,-1
38,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 9:41:57,6117.4,2,37
39,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 9:45:51,6351.858,1,-1
40,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 9:46:05,6365.896,2,39
41,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 9:50:50,6650.812,2,-1
42,ALARM64050-Recovery interlock sequence state 1.,1/1/26 9:51:06,6666.804,4,41
43,ALARM63041-Column deltaP anomaly section 1.,1/1/26 9:56:54,7014.868,3,-1
44,ALARM64050-Recovery interlock sequence state 2.,1/1/26 9:57:04,7024.616,4,43
45,ALARM60011-Feed oscillation train 2.,1/1/26 10:03:24,7404.359,0,-1
46,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 10:03:40,7420.016,2,45
47,ALARM60010-Feed pressure transient train 3.,1/1/26 10:08:13,7693.011,0,-1
48,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 10:08:22,7702.471,1,47
49,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 10:14:06,8046.269,1,-1
50,ALARM64050-Recovery interlock sequence state 3.,1/1/26 10:14:13,8053.946,4,49
51,ALARM63040-Column pressure surge section 2.,1/1/26 10:18:01,8281.924,3,-1
52,ALARM64051-SIS recovery latch state 1.,1/1/26 10:18:08,8288.013,4,51
53,ALARM60010-Feed pressure transient train 2.,1/1/26 10:24:16,8656.875,0,-1
54,ALARM63041-Column deltaP anomaly section 3.,1/1/26 10:24:30,8670.853,3,53
55,ALARM60010-Feed pressure transient train 3.,1/1/26 10:30:20,9020.093,0,-1
56,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 10:30:35,9035.461,2,55
57,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 10:35:25,9325.601,2,-1
58,ALARM63040-Column pressure surge section 1.,1/1/26 10:35:38,9338.426,3,57
59,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 10:39:11,9551.977,2,-1
60,ALARM64050-Recovery interlock sequence state 1.,1/1/26 10:39:19,9559.352,4,59
61,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 10:44:59,9899.768,1,-1
62,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 10:45:11,9911.421,2,61
63,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 10:50:27,10227.078,1,-1
64,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 10:50:42,10242.258,2,63
65,ALARM60010-Feed pressure transient train 2.,1/1/26 10:56:14,10574.591,0,-1
66,ALARM63040-Column pressure surge section 3.,1/1/26 10:56:27,10587.233,3,65
67,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 11:01:41,10901.443,2,-1
68,ALARM63040-Column pressure surge section 1.,1/1/26 11:01:51,10911.091,3,67
69,ALARM63041-Column deltaP anomaly section 3.,1/1/26 11:04:58,11098.487,3,-1
70,ALARM64050-Recovery interlock sequence state 3.,1/1/26 11:05:09,11109.727,4,69
71,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 11:09:01,11341.228,2,-1
72,ALARM64050-Recovery interlock sequence state 3.,1/1/26 11:09:12,11352.13,4,71
73,ALARM60011-Feed oscillation train 2.,1/1/26 11:15:36,11736.947,0,-1
74,ALARM63040-Column pressure surge section 2.,1/1/26 11:15:45,11745.754,3,73
75,ALARM60010-Feed pressure transient train 4.,1/1/26 11:18:59,11939.747,0,-1
76,ALARM63040-Column pressure surge section 2.,1/1/26 11:19:09,11949.123,3,75
77,ALARM60011-Feed oscillation train 4.,1/1/26 11:23:19,12199.586,0,-1
78,ALARM61020-Reactor thermal drift unit 3.,1/1/26 11:23:33,12213.529,1,77
79,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 11:28:47,12527.217,2,-1
80,ALARM64051-SIS recovery latch state 1.,1/1/26 11:29:02,12542.623,4,79
81,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 11:34:42,12882.059,1,-1
82,ALARM64050-Recovery interlock sequence state 4.,1/1/26 11:34:52,12892.935,4,81
83,ALARM60011-Feed oscillation train 3.,1/1/26 11:41:08,13268.3,0,-1
84,ALARM61020-Reactor thermal drift unit 2.,1/1/26 11:41:16,13276.304,1,83
85,ALARM60010-Feed pressure transient train 2.,1/1/26 11:44:21,13461.755,0,-1
86,ALARM63041-Column deltaP anomaly section 3.,1/1/26 11:44:28,13468.835,3,85
87,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 11:50:22,13822.202,1,-1
88,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 11:50:33,13833.744,2,87
89,ALARM63041-Column deltaP anomaly section 3.,1/1/26 11:54:12,14052.449,3,-1
90,ALARM64050-Recovery interlock sequence state 1.,1/1/26 11:54:24,14064.462,4,89
91,ALARM60011-Feed oscillation train 2.,1/1/26 11:58:01,14281.017,0,-1
92,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 11:58:15,14295.373,1,91
93,ALARM61020-Reactor thermal drift unit 4.,1/1/26 12:03:02,14582.45,1,-1
94,ALARM64051-SIS recovery latch state 3.,1/1/26 12:03:13,14593.022,4,93
95,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 12:07:25,14845.385,1,-1
96,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 12:07:38,14858.949,2,95
97,ALARM60011-Feed oscillation train 1.,1/1/26 12:12:05,15125.784,0,-1
98,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 12:12:12,15132.836,2,97
99,ALARM63040-Column pressure surge section 3.,1/1/26 12:15:41,15341.157,3,-1
100,ALARM64051-SIS recovery latch state 1.,1/1/26 12:15:58,15358.7,4,99
101,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 12:22:36,15756.759,1,-1
102,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 12:22:51,15771.156,2,101
103,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 12:26:54,16014.964,1,-1
104,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 12:27:12,16032.594,2,103
105,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 12:33:19,16399.495,1,-1
106,ALARM64050-Recovery interlock sequence state 4.,1/1/26 12:33:34,16414.097,4,105
107,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 12:38:21,16701.944,1,-1
108,ALARM64051-SIS recovery latch state 4.,1/1/26 12:38:31,16711.211,4,107
109,ALARM60010-Feed pressure transient train 3.,1/1/26 12:41:54,16914.345,0,-1
110,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 12:42:11,16931.176,1,109
111,ALARM60011-Feed oscillation train 3.,1/1/26 12:47:00,17220.562,0,-1
112,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 12:47:08,17228.991,2,111
113,ALARM63041-Column deltaP anomaly section 2.,1/1/26 12:51:22,17482.42,3,-1
114,ALARM64051-SIS recovery latch state 2.,1/1/26 12:51:35,17495.371,4,113
115,ALARM60010-Feed pressure transient train 3.,1/1/26 12:55:17,17717.796,0,-1
116,ALARM63041-Column deltaP anomaly section 1.,1/1/26 12:55:34,17734.076,3,115
117,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 13:01:36,18096.121,2,-1
118,ALARM64050-Recovery interlock sequence state 2.,1/1/26 13:01:50,18110.754,4,117
119,ALARM60010-Feed pressure transient train 1.,1/1/26 13:06:34,18394.456,0,-1
120,ALARM61020-Reactor thermal drift unit 2.,1/1/26 13:06:47,18407.984,1,119
121,ALARM60011-Feed oscillation train 1.,1/1/26 13:12:08,18728.168,0,-1
122,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 13:12:21,18741.966,2,121
123,ALARM61020-Reactor thermal drift unit 4.,1/1/26 13:15:42,18942.232,1,-1
124,ALARM64051-SIS recovery latch state 4.,1/1/26 13:15:53,18953.222,4,123
125,ALARM61020-Reactor thermal drift unit 2.,1/1/26 13:19:03,19143.209,1,-1
126,ALARM64050-Recovery interlock sequence state 1.,1/1/26 13:19:15,19155.137,4,125
127,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 13:23:34,19414.304,1,-1
128,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 13:23:42,19422.038,2,127
129,ALARM63040-Column pressure surge section 2.,1/1/26 13:27:06,19626.855,3,-1
130,ALARM64050-Recovery interlock sequence state 4.,1/1/26 13:27:19,19639.907,4,129
131,ALARM60010-Feed pressure transient train 4.,1/1/26 13:31:00,19860.849,0,-1
132,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 13:31:17,19877.951,1,131
133,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 13:36:37,20197.405,2,-1
134,ALARM64050-Recovery interlock sequence state 4.,1/1/26 13:36:47,20207.568,4,133
135,ALARM60011-Feed oscillation train 3.,1/1/26 13:42:09,20529.387,0,-1
136,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 13:42:15,20535.661,2,135
137,ALARM63041-Column deltaP anomaly section 2.,1/1/26 13:49:05,20945.715,3,-1
138,ALARM64051-SIS recovery latch state 4.,1/1/26 13:49:17,20957.503,4,137
139,ALARM60010-Feed pressure transient train 3.,1/1/26 13:55:25,21325.359,0,-1
140,ALARM61020-Reactor thermal drift unit 3.,1/1/26 13:55:32,21332.352,1,139
141,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 14:00:29,21629.15,1,-1
142,ALARM64050-Recovery interlock sequence state 2.,1/1/26 14:00:41,21641.039,4,141
143,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 14:07:26,22046.117,2,-1
144,ALARM63041-Column deltaP anomaly section 2.,1/1/26 14:07:38,22058.978,3,143
145,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 14:12:32,22352.615,2,-1
146,ALARM64051-SIS recovery latch state 4.,1/1/26 14:12:41,22361.819,4,145
147,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 14:17:01,22621.395,1,-1
148,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 14:17:13,22633.643,2,147
149,ALARM61020-Reactor thermal drift unit 4.,1/1/26 14:21:58,22918.982,1,-1
150,ALARM64051-SIS recovery latch state 1.,1/1/26 14:22:05,22925.242,4,149
151,ALARM63041-Column deltaP anomaly section 4.,1/1/26 14:28:23,23303.552,3,-1
152,ALARM64050-Recovery interlock sequence state 3.,1/1/26 14:28:40,23320.306,4,151
153,ALARM60011-Feed oscillation train 4.,1/1/26 14:32:13,23533.965,0,-1
154,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 14:32:26,23546.614,2,153
155,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 14:35:52,23752.672,2,-1
156,ALARM64051-SIS recovery latch state 4.,1/1/26 14:36:06,23766.739,4,155
157,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 14:40:14,24014.235,2,-1
158,ALARM63041-Column deltaP anomaly section 3.,1/1/26 14:40:28,24028.148,3,157
159,ALARM60011-Feed oscillation train 2.,1/1/26 14:46:22,24382.627,0,-1
160,ALARM63041-Column deltaP anomaly section 2.,1/1/26 14:46:37,24397.85,3,159
161,ALARM60010-Feed pressure transient train 4.,1/1/26 14:50:03,24603.708,0,-1
162,ALARM63040-Column pressure surge section 1.,1/1/26 14:50:20,24620.7,3,161
163,ALARM60011-Feed oscillation train 2.,1/1/26 14:54:15,24855.952,0,-1
164,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 14:54:22,24862.401,2,163
165,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 14:59:35,25175.565,2,-1
166,ALARM63041-Column deltaP anomaly section 3.,1/1/26 14:59:46,25186.016,3,165
167,ALARM60010-Feed pressure transient train 4.,1/1/26 15:06:05,25565.166,0,-1
168,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 15:06:20,25580.865,1,167
169,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 15:10:36,25836.978,2,-1
170,ALARM64051-SIS recovery latch state 3.,1/1/26 15:10:54,25854.413,4,169
171,ALARM63040-Column pressure surge section 4.,1/1/26 15:15:04,26104.233,3,-1
172,ALARM64050-Recovery interlock sequence state 1.,1/1/26 15:15:16,26116.414,4,171
173,ALARM60011-Feed oscillation train 2.,1/1/26 15:19:17,26357.846,0,-1
174,ALARM63040-Column pressure surge section 1.,1/1/26 15:19:35,26375.078,3,173
175,ALARM60010-Feed pressure transient train 2.,1/1/26 15:23:14,26594.584,0,-1
176,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 15:23:21,26601.123,2,175
177,ALARM60010-Feed pressure transient train 2.,1/1/26 15:28:05,26885.546,0,-1
178,ALARM61020-Reactor thermal drift unit 4.,1/1/26 15:28:23,26903.455,1,177
179,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 15:34:57,27297.457,2,-1
180,ALARM63041-Column deltaP anomaly section 3.,1/1/26 15:35:12,27312.441,3,179
181,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 15:41:46,27706.231,2,-1
182,ALARM63040-Column pressure surge section 2.,1/1/26 15:42:02,27722.952,3,181
183,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 15:47:07,28027.478,2,-1
184,ALARM64050-Recovery interlock sequence state 3.,1/1/26 15:47:17,28037.269,4,183
185,ALARM60011-Feed oscillation train 4.,1/1/26 15:53:22,28402.552,0,-1
186,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 15:53:36,28416.492,2,185
187,ALARM61020-Reactor thermal drift unit 1.,1/1/26 15:58:06,28686.17,1,-1
188,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 15:58:13,28693.304,2,187
189,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 16:04:12,29052.533,2,-1
190,ALARM63041-Column deltaP anomaly section 3.,1/1/26 16:04:21,29061.683,3,189
191,ALARM60010-Feed pressure transient train 3.,1/1/26 16:11:06,29466.518,0,-1
192,ALARM63040-Column pressure surge section 4.,1/1/26 16:11:15,29475.41,3,191
193,ALARM60011-Feed oscillation train 1.,1/1/26 16:14:44,29684.871,0,-1
194,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 16:15:00,29700.845,2,193
195,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 16:18:37,29917.633,1,-1
196,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 16:18:45,29925.784,2,195
197,ALARM63041-Column deltaP anomaly section 4.,1/1/26 16:24:09,30249.636,3,-1
198,ALARM64051-SIS recovery latch state 4.,1/1/26 16:24:26,30266.131,4,197
199,ALARM63041-Column deltaP anomaly section 3.,1/1/26 16:28:13,30493.275,3,-1
200,ALARM64050-Recovery interlock sequence state 1.,1/1/26 16:28:22,30502.999,4,199
201,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 16:34:29,30869.576,1,-1
202,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 16:34:47,30887.238,2,201
203,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 16:39:47,31187.416,1,-1
204,ALARM64050-Recovery interlock sequence state 4.,1/1/26 16:39:55,31195.143,4,203
205,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 16:42:58,31378.488,2,-1
206,ALARM64051-SIS recovery latch state 2.,1/1/26 16:43:07,31387.243,4,205
207,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 16:46:38,31598.881,2,-1
208,ALARM64051-SIS recovery latch state 3.,1/1/26 16:46:53,31613.013,4,207
209,ALARM63041-Column deltaP anomaly section 1.,1/1/26 16:50:22,31822.252,3,-1
210,ALARM64050-Recovery interlock sequence state 1.,1/1/26 16:50:34,31834.328,4,209
211,ALARM60010-Feed pressure transient train 4.,1/1/26 16:56:20,32180.951,0,-1
212,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 16:56:33,32193.925,2,211
213,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 17:00:21,32421.871,1,-1
214,ALARM64051-SIS recovery latch state 1.,1/1/26 17:00:37,32437.52,4,213
215,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 17:06:29,32789.218,2,-1
216,ALARM63040-Column pressure surge section 4.,1/1/26 17:06:44,32804.086,3,215
217,ALARM61020-Reactor thermal drift unit 3.,1/1/26 17:10:15,33015.54,1,-1
218,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 17:10:23,33023.025,2,217
219,ALARM60011-Feed oscillation train 4.,1/1/26 17:17:05,33425.64,0,-1
220,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 17:17:16,33436.411,2,219
221,ALARM63041-Column deltaP anomaly section 3.,1/1/26 17:21:28,33688.639,3,-1
222,ALARM64051-SIS recovery latch state 3.,1/1/26 17:21:40,33700.502,4,221
223,ALARM61020-Reactor thermal drift unit 1.,1/1/26 17:27:19,34039.589,1,-1
224,ALARM64050-Recovery interlock sequence state 3.,1/1/26 17:27:37,34057.056,4,223
225,ALARM60010-Feed pressure transient train 2.,1/1/26 17:31:45,34305.804,0,-1
226,ALARM63040-Column pressure surge section 2.,1/1/26 17:32:02,34322.901,3,225
227,ALARM63041-Column deltaP anomaly section 3.,1/1/26 17:35:08,34508.867,3,-1
228,ALARM64051-SIS recovery latch state 1.,1/1/26 17:35:21,34521.53,4,227
229,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 17:40:53,34853.684,2,-1
230,ALARM64050-Recovery interlock sequence state 3.,1/1/26 17:41:00,34860.955,4,229
231,ALARM63040-Column pressure surge section 3.,1/1/26 17:44:34,35074.636,3,-1
232,ALARM64050-Recovery interlock sequence state 2.,1/1/26 17:44:45,35085.666,4,231
233,ALARM63041-Column deltaP anomaly section 1.,1/1/26 17:51:37,35497.561,3,-1
234,ALARM64050-Recovery interlock sequence state 3.,1/1/26 17:51:50,35510.714,4,233
235,ALARM61020-Reactor thermal drift unit 4.,1/1/26 17:58:34,35914.639,1,-1
236,ALARM64050-Recovery interlock sequence state 1.,1/1/26 17:58:50,35930.292,4,235
237,ALARM60011-Feed oscillation train 4.,1/1/26 18:03:42,36222.463,0,-1
238,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 18:03:57,36237.88,1,237
239,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 18:07:02,36422.161,1,-1
240,ALARM64050-Recovery interlock sequence state 3.,1/1/26 18:07:09,36429.471,4,239
241,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 18:13:28,36808.534,1,-1
242,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 18:13:44,36824.096,2,241
243,ALARM63041-Column deltaP anomaly section 1.,1/1/26 18:17:39,37059.929,3,-1
244,ALARM64050-Recovery interlock sequence state 2.,1/1/26 18:17:52,37072.299,4,243
245,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 18:23:17,37397.742,2,-1
246,ALARM63040-Column pressure surge section 2.,1/1/26 18:23:34,37414.155,3,245
247,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 18:28:58,37738.901,2,-1
248,ALARM63040-Column pressure surge section 4.,1/1/26 18:29:09,37749.852,3,247
249,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 18:33:39,38019.656,1,-1
250,ALARM64051-SIS recovery latch state 4.,1/1/26 18:33:50,38030.767,4,249
251,ALARM60011-Feed oscillation train 1.,1/1/26 18:39:27,38367.23,0,-1
252,ALARM63040-Column pressure surge section 2.,1/1/26 18:39:43,38383.64,3,251
253,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 18:44:32,38672.575,2,-1
254,ALARM64050-Recovery interlock sequence state 2.,1/1/26 18:44:41,38681.549,4,253
255,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 18:48:38,38918.348,2,-1
256,ALARM64050-Recovery interlock sequence state 2.,1/1/26 18:48:53,38933.3,4,255
257,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 18:55:09,39309.277,2,-1
258,ALARM63041-Column deltaP anomaly section 4.,1/1/26 18:55:16,39316.54,3,257
259,ALARM61021-Reactor heat imbalance unit 1.,1/1/26 18:58:32,39512.514,1,-1
260,ALARM64050-Recovery interlock sequence state 3.,1/1/26 18:58:45,39525.648,4,259
261,ALARM61021-Reactor heat imbalance unit 4.,1/1/26 19:02:20,39740.729,1,-1
262,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 19:02:36,39756.625,2,261
263,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 19:06:51,40011.105,1,-1
264,ALARM64051-SIS recovery latch state 1.,1/1/26 19:06:58,40018.832,4,263
265,ALARM60010-Feed pressure transient train 2.,1/1/26 19:13:39,40419.865,0,-1
266,ALARM62031-Catalyst feeder jitter line 2.,1/1/26 19:13:47,40427.851,2,265
267,ALARM63040-Column pressure surge section 1.,1/1/26 19:17:56,40676.184,3,-1
268,ALARM64050-Recovery interlock sequence state 3.,1/1/26 19:18:04,40684.027,4,267
269,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 19:21:31,40891.745,2,-1
270,ALARM64050-Recovery interlock sequence state 4.,1/1/26 19:21:37,40897.999,4,269
271,ALARM60011-Feed oscillation train 4.,1/1/26 19:24:51,41091.294,0,-1
272,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 19:24:59,41099.389,2,271
273,ALARM62031-Catalyst feeder jitter line 1.,1/1/26 19:28:12,41292.201,2,-1
274,ALARM64050-Recovery interlock sequence state 4.,1/1/26 19:28:25,41305.295,4,273
275,ALARM61021-Reactor heat imbalance unit 3.,1/1/26 19:34:08,41648.666,1,-1
276,ALARM62030-Catalyst dosing mismatch line 1.,1/1/26 19:34:19,41659.39,2,275
277,ALARM61020-Reactor thermal drift unit 1.,1/1/26 19:38:35,41915.708,1,-1
278,ALARM64051-SIS recovery latch state 1.,1/1/26 19:38:47,41927.762,4,277
279,ALARM62030-Catalyst dosing mismatch line 4.,1/1/26 19:45:17,42317.763,2,-1
280,ALARM63041-Column deltaP anomaly section 3.,1/1/26 19:45:33,42333.977,3,279
281,ALARM61020-Reactor thermal drift unit 4.,1/1/26 19:48:44,42524.411,1,-1
282,ALARM64051-SIS recovery latch state 1.,1/1/26 19:48:52,42532.589,4,281
283,ALARM60011-Feed oscillation train 3.,1/1/26 19:52:49,42769.408,0,-1
284,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 19:52:58,42778.4,2,283
285,ALARM60011-Feed oscillation train 1.,1/1/26 19:58:15,43095.496,0,-1
286,ALARM61020-Reactor thermal drift unit 3.,1/1/26 19:58:26,43106.491,1,285
287,ALARM62031-Catalyst feeder jitter line 4.,1/1/26 20:01:38,43298.312,2,-1
288,ALARM63041-Column deltaP anomaly section 4.,1/1/26 20:01:48,43308.796,3,287
289,ALARM61020-Reactor thermal drift unit 4.,1/1/26 20:06:54,43614.496,1,-1
290,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 20:07:01,43621.716,2,289
291,ALARM60011-Feed oscillation train 3.,1/1/26 20:13:21,44001.746,0,-1
292,ALARM63040-Column pressure surge section 4.,1/1/26 20:13:28,44008.37,3,291
293,ALARM63040-Column pressure surge section 4.,1/1/26 20:20:10,44410.332,3,-1
294,ALARM64051-SIS recovery latch state 1.,1/1/26 20:20:17,44417.521,4,293
295,ALARM62030-Catalyst dosing mismatch line 3.,1/1/26 20:26:39,44799.979,2,-1
296,ALARM63041-Column deltaP anomaly section 4.,1/1/26 20:26:56,44816.811,3,295
297,ALARM60010-Feed pressure transient train 2.,1/1/26 20:33:51,45231.908,0,-1
298,ALARM61021-Reactor heat imbalance unit 2.,1/1/26 20:34:07,45247.532,1,297
299,ALARM60011-Feed oscillation train 4.,1/1/26 20:40:14,45614.607,0,-1
300,ALARM63041-Column deltaP anomaly section 1.,1/1/26 20:40:28,45628.317,3,299
301,ALARM62030-Catalyst dosing mismatch line 2.,1/1/26 20:46:35,45995.276,2,-1
302,ALARM64050-Recovery interlock sequence state 3.,1/1/26 20:46:42,46002.891,4,301
303,ALARM61020-Reactor thermal drift unit 4.,1/1/26 20:51:51,46311.547,1,-1
304,ALARM64050-Recovery interlock sequence state 2.,1/1/26 20:52:03,46323.718,4,303
305,ALARM60010-Feed pressure transient train 4.,1/1/26 20:58:29,46709.535,0,-1
306,ALARM63040-Column pressure surge section 2.,1/1/26 20:58:41,46721.088,3,305
307,ALARM62031-Catalyst feeder jitter line 3.,1/1/26 21:03:13,46993.51,2,-1
308,ALARM63041-Column deltaP anomaly section 4.,1/1/26 21:03:27,47007.185,3,307
