event_id,time,cluster_id
e435,19271.0,3
e436,19443.0,4
e437,19467.0,5
e438,19475.0,7
e439,19494.0,2
e440,19513.0,4
e441,19516.0,6
e442,19618.0,4
e443,19663.0,5
e444,19872.0,7
e445,20154.0,2
e446,20165.0,1
e447,20168.0,6
e448,20216.0,4
e449,20223.0,5
e450,20385.0,3
e451,20416.0,4
e452,20457.0,5
e453,20499.0,7
e454,20504.0,6
e455,20564.0,1
e456,20567.0,3
e457,20586.0,2
e458,20608.0,6
e459,20623.0,4
e460,20638.0,4
e461,20694.0,6
e462,20694.0,5
e463,21036.0,5
e464,21036.0,5
e465,21036.0,7
e466,21036.0,7
e467,21044.0,7
e468,21288.0,7
e469,21359.0,2
e470,21386.0,4
e471,21408.0,6
e472,21446.0,7
e473,21774.0,0
e474,21843.0,1
e475,21843.0,1
e476,21845.0,3
e477,21868.0,2
e478,21910.0,6
e479,21932.0,3
e480,21947.0,7
e481,21997.0,4
e482,22016.0,2
e484,22037.0,4
e483,22037.0,4
e485,22041.0,5
e486,22226.0,5
e487,22426.0,7
e488,22615.0,0
e489,22662.0,1
e490,22674.0,3
e491,22680.0,3
e492,22727.0,4
e493,22770.0,5
e494,22771.0,7
e495,22864.0,5
e496,22881.0,7
e497,22969.0,0
e498,23051.0,3
e499,23057.0,4
